t_start,t_end,A_score,G_score,label
66.825,69.825,0.5730284803388002,0.5219257436392164,Attentive
67.825,70.825,0.5785708439646443,0.4743010103901385,Attentive
68.825,71.825,0.6560931186549027,0.4483373086974027,Attentive
69.825,72.825,0.5758020453977077,0.44487750383810015,Attentive
70.825,73.825,0.56468085833761,0.43410735602486517,Attentive
71.825,74.825,0.5450678701769119,0.4539224361980681,Attentive
72.825,75.825,0.5054806890516034,0.4291023288243054,Attentive
73.825,76.825,0.525314052187364,0.4200431437107643,Attentive
74.825,77.825,0.5450678701769119,0.4181445222246683,Attentive
75.825,78.825,0.6712856062062051,0.4331913473030229,Attentive
76.825,79.825,0.5978052323025222,0.42188831954087586,Attentive
77.825,80.825,0.5111518603499755,0.4196005093311698,Attentive
78.825,81.825,0.49129978301100996,0.39169528846736495,Attentive
79.825,82.825,0.5813347105808128,0.38504090262707685,Attentive
80.825,83.825,0.6405744254824721,0.37925465897857324,Attentive
81.825,84.825,0.6059609057006697,0.39237822334737105,Attentive
82.825,85.825,0.5813347105808128,0.39638880230272505,Attentive
83.825,86.825,0.6032486585798503,0.43835716470863506,Attentive
84.825,87.825,0.6300603608449298,0.4514915610677917,Attentive
85.825,88.825,0.6737842585225049,0.45602784895306747,Attentive
86.825,89.825,0.6220924113280317,0.45850650437952667,Attentive
87.825,90.825,0.6032486585798503,0.4574778693761098,Attentive
88.825,91.825,0.5923375919301141,0.4632038021283761,Attentive
89.825,92.825,0.586846992275878,0.43900840301864275,Attentive
90.825,93.825,0.553494200660483,0.4132710449571076,Attentive
91.825,94.825,0.5224841393018264,0.3936077102317936,Attentive
92.825,95.825,0.5054806890516034,0.3758864921819262,Attentive
93.825,96.825,0.53661565106309,0.3721362059472435,Attentive
94.825,97.825,0.5785708439646443,0.3709200020342619,Attentive
95.825,98.825,0.5950743609907954,0.37730036228156644,Attentive
96.825,99.825,0.56468085833761,0.3712855474847551,Attentive
97.825,100.825,0.5450678701769119,0.37645029069918085,Attentive
98.825,101.825,0.46864888228496865,0.375906214219177,Attentive
99.825,102.825,0.4630026427559143,0.38268986561124907,Attentive
100.825,103.825,0.4827964960781642,0.38660071612254865,Attentive
101.825,104.825,0.6220924113280317,0.3907461242206443,Attentive
102.825,105.825,0.6483729540874651,0.3987848513017356,Attentive
103.825,106.825,0.5086734943568917,0.5522102442586442,Attentive
104.825,107.825,0.15487121235501208,0.7690110864643819,Aggressive
105.825,108.825,0.16399186438419827,0.8624968343816908,Aggressive
106.825,109.825,0.24188204155430065,0.9176456139656077,Aggressive
107.825,110.825,0.53096882238424,0.8865111453968476,Aggressive
108.825,111.825,0.5506885941202796,0.8699738312846536,Aggressive
109.825,112.825,0.4601829857274348,0.8155468071941493,Aggressive
110.825,113.825,0.45736587507038234,0.6443759820283385,Aggressive
111.825,114.825,0.3461238409144356,0.6505337157947991,Aggressive
112.825,115.825,0.32091339634063537,0.870162382295682,Aggressive
113.825,116.825,0.3014627184223867,0.9197451922396047,Aggressive
114.825,117.825,0.35907220118908645,0.920265813561258,Aggressive
115.825,118.825,0.35907220118908645,0.7660434781851636,Aggressive
116.825,119.825,0.4321555225519487,0.7028808890497451,Aggressive
117.825,120.825,0.5083165422529692,0.8079137094263589,Aggressive
118.825,121.825,0.6113657097436018,0.765297604090696,Aggressive
119.825,122.825,0.6167432676867435,0.5930777120962245,Attentive
120.825,123.825,0.5422531045613044,0.55568848516833,Attentive
121.825,124.825,0.5196527822637936,0.5246635752174664,Attentive
122.825,125.825,0.53661565106309,0.47741825421267753,Attentive
123.825,126.825,0.5923375919301141,0.41065532298449847,Attentive
124.825,127.825,0.5923375919301141,0.3928906340222454,Attentive
125.825,128.825,0.5422531045613044,0.39041476448714274,Attentive
126.825,129.825,0.5083165422529692,0.3928034116072394,Attentive
127.825,130.825,0.49697174332565763,0.40154373440502283,Attentive
128.825,131.825,0.53096882238424,0.3953110592181167,Attentive
129.825,132.825,0.5785708439646443,0.3889573163096472,Attentive
130.825,133.825,0.5083165422529692,0.3815339096914277,Attentive
131.825,134.825,0.53096882238424,0.3825939539204054,Attentive
132.825,135.825,0.46053782152084966,0.39552015098779925,Attentive
133.825,136.825,0.4663880476443323,0.41794548152789196,Attentive
134.825,137.825,0.336617554983606,0.43119715329250796,Attentive
135.825,138.825,0.3067953857204866,0.4383812754144029,Attentive
136.825,139.825,0.32642934781017846,0.4296500894887929,Attentive
137.825,140.825,0.36226637002786194,0.42058418691725424,Attentive
138.825,141.825,0.4327707896533261,0.40531674088299263,Attentive
139.825,142.825,0.5146126496930874,0.3583435607411169,Attentive
140.825,143.825,0.5680829046782437,0.37036462840791384,Attentive
141.825,144.825,0.5004348082359011,0.3774179573314648,Attentive
142.825,145.825,0.36226637002786194,0.3954978382753469,Attentive
143.825,146.825,0.34669140502491835,0.4448220190390693,Attentive
144.825,147.825,0.29960469093115866,0.46132799989078077,Attentive
145.825,148.825,0.39698392194644916,0.4509665012524007,Attentive
146.825,149.825,0.4439434453069562,0.42592178150117005,Attentive
147.825,150.825,0.556915072599314,0.41178722294442766,Attentive
148.825,151.825,0.5902015246409782,0.3662444691834551,Attentive
149.825,152.825,0.4862562675331395,0.35665857706721443,Attentive
150.825,153.825,0.3701661468299195,0.3549978194164007,Attentive
151.825,154.825,0.301990871424245,0.35539398640258274,Attentive
152.825,155.825,0.36226637002786194,0.35557070701768234,Attentive
153.825,156.825,0.46362597020346674,0.35518626795728636,Attentive
154.825,157.825,0.5400583798499861,0.3749909404458731,Attentive
155.825,158.825,0.4862562675331395,0.37491278696355484,Attentive
156.825,159.825,0.3997030685364614,0.37203741117185785,Attentive
157.825,160.825,0.3997030685364614,0.4259150352613269,Attentive
158.825,161.825,0.38348643098580115,0.41909616383295745,Attentive
159.825,162.825,0.36226637002786194,0.4528741591920422,Attentive
160.825,163.825,0.24364085827958148,0.5091926577262681,Attentive
161.825,164.825,0.2542460815583747,0.550402201784455,Attentive
162.825,165.825,0.3728151704037977,0.5613374170899136,Attentive
163.825,166.825,0.5117782320445143,0.602034023431034,Attentive
164.825,167.825,0.49192630788712094,0.6141810797292747,Attentive
165.825,168.825,0.4024284105023588,0.5713645824388267,Attentive
166.825,169.825,0.3570405898098993,0.49700384574844314,Attentive
167.825,170.825,0.38886517976490315,0.4427601007022009,Attentive
168.825,171.825,0.3415699628435509,0.4195534164486484,Attentive
169.825,172.825,0.34669140502491835,0.41456783089183935,Attentive
170.825,173.825,0.39698392194644916,0.4062091038966779,Attentive
171.825,174.825,0.46927316839061417,0.39475728892077533,Attentive
172.825,175.825,0.3728151704037977,0.3905799787805361,Attentive
173.825,176.825,0.36489161265443537,0.3920460161358378,Attentive
174.825,177.825,0.3518486025611705,0.4126813851872148,Attentive
175.825,178.825,0.48909093682372956,0.43526181252152096,Attentive
176.825,179.825,0.413388614328503,0.43552444289414105,Attentive
177.825,180.825,0.37813604702916515,0.4145803799040893,Attentive
178.825,181.825,0.32892883752316,0.38517030598485125,Attentive
179.825,182.825,0.43555800700084335,0.3829557605819923,Attentive
180.825,183.825,0.4777582901666345,0.38291072872355253,Attentive
181.825,184.825,0.3997030685364614,0.3832223135850698,Attentive
182.825,185.825,0.3942711240338649,0.38139480233814366,Attentive
183.825,186.825,0.3441261553916992,0.3841820555081859,Attentive
184.825,187.825,0.4244353043478812,0.378419672985379,Attentive
185.825,188.825,0.40515979304399014,0.37707390518103884,Attentive
186.825,189.825,0.5202784841918963,0.3756067035883523,Attentive
187.825,190.825,0.5231095377326136,0.3749993662935239,Attentive
188.825,191.825,0.45236094028398915,0.37604060409549633,Attentive
189.825,192.825,0.38886517976490315,0.37351684304926736,Attentive
190.825,193.825,0.3701661468299195,0.37384776952096194,Attentive
191.825,194.825,0.38886517976490315,0.3742197152879273,Attentive
192.825,195.825,0.4411445063968863,0.3766027892295972,Attentive
193.825,196.825,0.40515979304399014,0.3888315325494304,Attentive
194.825,197.825,0.45798808599197544,0.3981939835784608,Attentive
195.825,198.825,0.3728151704037977,0.39676877155215085,Attentive
196.825,199.825,0.42720926988883334,0.39145451076519766,Attentive
197.825,200.825,0.42720926988883334,0.3887731433382834,Attentive
198.825,201.825,0.472099812419588,0.39761839372864893,Attentive
199.825,202.825,0.4551730822027749,0.3951463057097189,Attentive
200.825,203.825,0.38886517976490315,0.3884237589511256,Attentive
201.825,204.825,0.39698392194644916,0.385916166912088,Attentive
202.825,205.825,0.33902294314095793,0.3857440722090867,Attentive
203.825,206.825,0.38348643098580115,0.386793089821058,Attentive
204.825,207.825,0.413388614328503,0.3883727516647371,Attentive
205.825,208.825,0.48909093682372956,0.4007373636847348,Attentive
206.825,209.825,0.4551730822027749,0.4136544600020617,Attentive
207.825,210.825,0.34669140502491835,0.6051854766272915,Aggressive
208.825,211.825,0.36489161265443537,0.8516945082990856,Aggressive
209.825,212.825,0.40515979304399014,0.9147333084704772,Aggressive
210.825,213.825,0.4862562675331395,0.8400891375369571,Aggressive
211.825,214.825,0.4024284105023588,0.7725537622253464,Aggressive
212.825,215.825,0.40515979304399014,0.7767370165756012,Aggressive
213.825,216.825,0.3339568752723969,0.7296047338895054,Aggressive
214.825,217.825,0.3092135522849214,0.5849107586968814,Aggressive
215.825,218.825,0.2333395912556493,0.7256784435890533,Aggressive
216.825,219.825,0.22930489731308304,0.7457629107179267,Aggressive
217.825,220.825,0.23537536869272152,0.805552578623736,Aggressive
218.825,221.825,0.23537536869272152,0.7614878396939802,Aggressive
219.825,222.825,0.23537536869272152,0.7210120307623104,Aggressive
220.825,223.825,0.29251141508499623,0.7590390973304604,Aggressive
221.825,224.825,0.42166609107303915,0.8075770557218972,Aggressive
222.825,225.825,0.5344171046022534,0.720736070550567,Aggressive
223.825,226.825,0.5231095377326136,0.5872147867389436,Attentive
224.825,227.825,0.5231095377326136,0.4722143371308327,Attentive
225.825,228.825,0.4327707896533261,0.36300062869029615,Attentive
226.825,229.825,0.5032711624316409,0.42334115895092916,Attentive
227.825,230.825,0.4106400533560299,0.42581797625940204,Attentive
228.825,231.825,0.4862562675331395,0.41406922692363873,Attentive
229.825,232.825,0.38886517976490315,0.4104484156152959,Attentive
230.825,233.825,0.4161425823493116,0.42736985676023587,Attentive
231.825,234.825,0.4161425823493116,0.48283743212540964,Attentive
232.825,235.825,0.4495518365813589,0.5210004900000395,Attentive
233.825,236.825,0.3754718499646277,0.5149268856652438,Attentive
234.825,237.825,0.3140812702987999,0.4997045195740166,Attentive
235.825,238.825,0.301990871424245,0.4859802150765177,Attentive
236.825,239.825,0.40789705989500946,0.462811969308012,Attentive
237.825,240.825,0.4070966947284909,0.4253578689618741,Attentive
238.825,241.825,0.45414398441254034,0.393983907136214,Attentive
239.825,242.825,0.4427129284335667,0.39249694212287145,Attentive
240.825,243.825,0.5281423400370479,0.3859033614854656,Attentive
241.825,244.825,0.5281423400370479,0.38207727613102904,Attentive
242.825,245.825,0.49697174332565763,0.37560985587770546,Attentive
243.825,246.825,0.4238230332748305,0.3712698085086052,Attentive
244.825,247.825,0.4630026427559143,0.376084852962201,Attentive
245.825,248.825,0.46582466789642735,0.3745831816034062,Attentive
246.825,249.825,0.5895950826984533,0.38448677205893445,Attentive
247.825,250.825,0.5337933192248799,0.3740638749786672,Attentive
248.825,251.825,0.5450678701769119,0.36910031795459697,Attentive
249.825,252.825,0.45174000261747005,0.36918168594136724,Attentive
250.825,253.825,0.45455148839488024,0.36859659496996744,Attentive
251.825,254.825,0.49129978301100996,0.36873939476575157,Attentive
252.825,255.825,0.4489315939171773,0.3681019212893778,Attentive
253.825,256.825,0.47147510649790997,0.3683426650874201,Attentive
254.825,257.825,0.5196527822637936,0.3684606520374473,Attentive
255.825,258.825,0.6560931186549027,0.3805926494972076,Attentive
256.825,259.825,0.7029735884468932,0.378650855380088,Attentive
257.825,260.825,0.6737842585225049,0.3793564034000361,Attentive
258.825,261.825,0.6509552120648655,0.378713101144071,Attentive
259.825,262.825,0.6167432676867435,0.37766084396760313,Attentive
260.825,263.825,0.6353335361925395,0.3780094176063803,Attentive
261.825,264.825,0.6032486585798503,0.38096000236216865,Attentive
262.825,265.825,0.56468085833761,0.3977736603603928,Attentive
263.825,266.825,0.5785708439646443,0.6642085417007518,Aggressive
264.825,267.825,0.6353335361925395,0.847206660181547,Aggressive
265.825,268.825,0.6327009180485684,0.8857027165735533,Aggressive
266.825,269.825,0.4941355744771588,0.8619504152670052,Aggressive
267.825,270.825,0.38289393397354204,0.8473527193884539,Aggressive
268.825,271.825,0.3258784084729756,0.8537806068757502,Aggressive
269.825,272.825,0.34356058237465525,0.8481813137920179,Aggressive
270.825,273.825,0.32091339634063537,0.8270063911626628,Aggressive
271.825,274.825,0.32091339634063537,0.7479556733945986,Aggressive
272.825,275.825,0.3258784084729756,0.724081931756164,Aggressive
273.825,276.825,0.4100335055965013,0.717926968266612,Aggressive
274.825,277.825,0.5506885941202796,0.667850804575128,Aggressive
275.825,278.825,0.5618899050124491,0.5648336396408593,Attentive
276.825,279.825,0.5978052323025222,0.48229180485212686,Attentive
277.825,280.825,0.5785708439646443,0.4455889335741478,Attentive
278.825,281.825,0.6431824363639302,0.4070715162505243,Attentive
279.825,282.825,0.5813347105808128,0.4138505405507802,Attentive
280.825,283.825,0.49129978301100996,0.41766381123713026,Attentive
281.825,284.825,0.4349418157622376,0.41343110664852567,Attentive
282.825,285.825,0.45736587507038234,0.42108011070789764,Attentive
283.825,286.825,0.5618899050124491,0.37217957737776364,Attentive
284.825,287.825,0.5840934810100132,0.4081173611077477,Attentive
285.825,288.825,0.5618899050124491,0.4456790869799392,Attentive
286.825,289.825,0.5111518603499755,0.4544798113399966,Attentive
287.825,290.825,0.5618899050124491,0.40182702954446453,Attentive
288.825,291.825,0.6059609057006697,0.3493344434902298,Attentive
289.825,292.825,0.6327009180485684,0.3412010266793599,Attentive
290.825,293.825,0.6483729540874651,0.3304582971135858,Attentive
291.825,294.825,0.5702503154314459,0.32126610862335564,Attentive
292.825,295.825,0.5337933192248799,0.3168744548676437,Attentive
293.825,296.825,0.53661565106309,0.33006786913548275,Attentive
294.825,297.825,0.6457819876977439,0.3272055141197171,Attentive
295.825,298.825,0.6687772236306385,0.32716526686645775,Attentive
296.825,299.825,0.6687772236306385,0.33213790213454053,Attentive
297.825,300.825,0.6687772236306385,0.3405986471099979,Attentive
298.825,301.825,0.7029735884468932,0.34984753842820754,Attentive
299.825,302.825,0.7029735884468932,0.6556726727638604,Attentive
300.825,303.825,0.6909939566662175,0.6565495579867464,Attentive
301.825,304.825,0.6836795289728246,0.7164421613641517,Aggressive
302.825,305.825,0.6059609057006697,0.4415891558772739,Aggressive
303.825,306.825,0.5785708439646443,0.542110448666405,Aggressive
304.825,307.825,0.45736587507038234,0.7905226607343965,Aggressive
305.825,308.825,0.40182572226612706,0.8462810312461483,Aggressive
306.825,309.825,0.3486960649750674,0.8805458354913251,Aggressive
307.825,310.825,0.40729176378261034,0.8168561890251729,Aggressive
308.825,311.825,0.4630026427559143,0.6955907713928061,Aggressive
309.825,312.825,0.5618899050124491,0.6105203859107667,Attentive
310.825,313.825,0.5895950826984533,0.5530627326549646,Attentive
311.825,314.825,0.6247559700437054,0.4868289292590276,Attentive
312.825,315.825,0.5813347105808128,0.43608598749859,Attentive
313.825,316.825,0.4799640364055233,0.39824310249025396,Attentive
314.825,317.825,0.49697174332565763,0.3893814490536215,Attentive
315.825,318.825,0.46864888228496865,0.3831751162390313,Attentive
316.825,319.825,0.4799640364055233,0.37446082707215717,Attentive
317.825,320.825,0.37222920627507605,0.373964144710126,Attentive
318.825,321.825,0.33339951968584974,0.3771145221155565,Attentive
319.825,322.825,0.39910173589440096,0.3815732908299919,Attentive
320.825,323.825,0.5394356389565056,0.3819259718068986,Attentive
321.825,324.825,0.5895950826984533,0.38099813497917395,Attentive
322.825,325.825,0.5840934810100132,0.3770409401456959,Attentive
323.825,326.825,0.4799640364055233,0.3753144933522571,Attentive
324.825,327.825,0.5337933192248799,0.37384479476054794,Attentive
325.825,328.825,0.5674677184654099,0.37260286322209507,Attentive
326.825,329.825,0.6457819876977439,0.37684691327183617,Attentive
327.825,330.825,0.5196527822637936,0.38251599806493725,Attentive
328.825,331.825,0.46582466789642735,0.3966437534883072,Attentive
329.825,332.825,0.446126437691971,0.4429332792965107,Attentive
330.825,333.825,0.446126437691971,0.4428646990797477,Attentive
331.825,334.825,0.477132864176382,0.43664913490636503,Attentive
332.825,335.825,0.5196527822637936,0.3913250666571418,Attentive
333.825,336.825,0.6560931186549027,0.3872333104443828,Attentive
334.825,337.825,0.6379580823596859,0.38238385457067625,Attentive
335.825,338.825,0.5978052323025222,0.39930878429162797,Attentive
336.825,339.825,0.56468085833761,0.4038594384941149,Attentive
337.825,340.825,0.6353335361925395,0.40438377604950015,Attentive
338.825,341.825,0.6737842585225049,0.404485524668314,Attentive
339.825,342.825,0.7029735884468932,0.40925398577674693,Attentive
340.825,343.825,0.6353335361925395,0.43465783609872444,Attentive
341.825,344.825,0.6353335361925395,0.6939681399337259,Aggressive
342.825,345.825,0.5813347105808128,0.7517179057774835,Aggressive
343.825,346.825,0.6167432676867435,0.8240712430690986,Aggressive
344.825,347.825,0.586846992275878,0.8553484489074256,Aggressive
345.825,348.825,0.5026444831556169,0.8239765701209265,Aggressive
346.825,349.825,0.40182572226612706,0.7035171592189151,Aggressive
347.825,350.825,0.3014627184223867,0.39968193814307107,Aggressive
348.825,351.825,0.3014627184223867,0.576903486715803,Aggressive
349.825,352.825,0.32091339634063537,0.7497131092550822,Aggressive
350.825,353.825,0.32091339634063537,0.8034472636106381,Aggressive
351.825,354.825,0.3359257630258166,0.7356581033296637,Aggressive
352.825,355.825,0.42937351541975066,0.7214436680879617,Aggressive
353.825,356.825,0.4941355744771588,0.7901057980938646,Aggressive
354.825,357.825,0.553494200660483,0.7137441692618255,Aggressive
355.825,358.825,0.5083165422529692,0.45322672770552697,Attentive
356.825,359.825,0.5506885941202796,0.4669083849861102,Attentive
357.825,360.825,0.5478797587903613,0.524124227939537,Attentive
358.825,361.825,0.5674677184654099,0.451191760562066,Attentive
359.825,362.825,0.5840934810100132,0.39602227809946644,Attentive
360.825,363.825,0.6032486585798503,0.3937183961274931,Attentive
361.825,364.825,0.5785708439646443,0.4075367673683778,Attentive
362.825,365.825,0.586846992275878,0.4580694216778481,Attentive
363.825,366.825,0.5813347105808128,0.5260401652993224,Attentive
364.825,367.825,0.6353335361925395,0.49054959089563266,Attentive
365.825,368.825,0.5950743609907954,0.43224017304919277,Attentive
366.825,369.825,0.6005300497232291,0.3771027007306773,Attentive
367.825,370.825,0.6140579681095637,0.37501819715277385,Attentive
368.825,371.825,0.6611947589289308,0.3857030841791457,Attentive
369.825,372.825,0.6958178992911146,0.3817195939005105,Attentive
370.825,373.825,0.6457819876977439,0.37847329068441854,Attentive
371.825,374.825,0.6005300497232291,0.3781402686722145,Attentive
372.825,375.825,0.5450678701769119,0.3786128303115282,Attentive
373.825,376.825,0.6005300497232291,0.3781160149247684,Attentive
374.825,377.825,0.6113657097436018,0.3773273776382797,Attentive
375.825,378.825,0.6167432676867435,0.37661087249657427,Attentive
376.825,379.825,0.5813347105808128,0.37788511904074784,Attentive
377.825,380.825,0.5168201623272612,0.37818717422507947,Attentive
378.825,381.825,0.5196527822637936,0.3784557585066055,Attentive
379.825,382.825,0.5394356389565056,0.3744393476022259,Attentive
380.825,383.825,0.619421463268652,0.3742811119793032,Attentive
381.825,384.825,0.6712856062062051,0.3702045771902081,Attentive
382.825,385.825,0.6086666394469175,0.3720987967664202,Attentive
383.825,386.825,0.53096882238424,0.36920746852917935,Attentive
384.825,387.825,0.53096882238424,0.36875088816557555,Attentive
385.825,388.825,0.5422531045613044,0.3677997144694237,Attentive
386.825,389.825,0.5730284803388002,0.36710951992854335,Attentive
387.825,390.825,0.5168201623272612,0.368520680381278,Attentive
388.825,391.825,0.5785708439646443,0.3737235647309656,Attentive
389.825,392.825,0.619421463268652,0.37535656952514085,Attentive
390.825,393.825,0.6005300497232291,0.3713168832228294,Attentive
391.825,394.825,0.6005300497232291,0.37205620525370064,Attentive
392.825,395.825,0.5590950294815844,0.37055636026238864,Attentive
393.825,396.825,0.6327009180485684,0.39049217233411304,Attentive
394.825,397.825,0.553494200660483,0.40341246403660636,Attentive
395.825,398.825,0.553494200660483,0.5863755112624465,Attentive
396.825,399.825,0.553494200660483,0.7228776875427636,Aggressive
397.825,400.825,0.6140579681095637,0.8084583148523932,Aggressive
398.825,401.825,0.5674677184654099,0.738622106835752,Aggressive
399.825,402.825,0.5054806890516034,0.8537737973446669,Aggressive
400.825,403.825,0.3963839789005565,0.9073589987218151,Aggressive
401.825,404.825,0.3882696061310564,0.8962522229931011,Aggressive
402.825,405.825,0.3359257630258166,0.7762430050816437,Aggressive
403.825,406.825,0.3486960649750674,0.6352827008318127,Aggressive
404.825,407.825,0.33339951968584974,0.7022931684213517,Aggressive
405.825,408.825,0.31354147053292586,0.7609770436698952,Aggressive
406.825,409.825,0.32091339634063537,0.7265064555963482,Aggressive
407.825,410.825,0.42937351541975066,0.6976047104369706,Aggressive
408.825,411.825,0.5168201623272612,0.6984867985318424,Aggressive
409.825,412.825,0.6032486585798503,0.52060231181653,Attentive
410.825,413.825,0.5702503154314459,0.4429339746180891,Attentive
411.825,414.825,0.5730284803388002,0.3609291687813055,Attentive
412.825,415.825,0.6032486585798503,0.35275797635535816,Attentive
413.825,416.825,0.6086666394469175,0.41169616109919,Attentive
414.825,417.825,0.5730284803388002,0.41321555064516685,Attentive
415.825,418.825,0.45174000261747005,0.41624043851886416,Attentive
416.825,419.825,0.3936726042507221,0.4141468141726561,Attentive
417.825,420.825,0.4100335055965013,0.4544955837785655,Attentive
418.825,421.825,0.5054806890516034,0.4914187982752231,Attentive
419.825,422.825,0.5337933192248799,0.5381032269131791,Attentive
420.825,423.825,0.5337933192248799,0.5311689748758394,Attentive
421.825,424.825,0.4321555225519487,0.5076867133433057,Attentive
422.825,425.825,0.5168201623272612,0.44534617413145766,Attentive
423.825,426.825,0.5196527822637936,0.40288637410459244,Attentive
424.825,427.825,0.5758020453977077,0.38837657053964186,Attentive
425.825,428.825,0.47147510649790997,0.3905712871125369,Attentive
426.825,429.825,0.5394356389565056,0.3893651728957489,Attentive
427.825,430.825,0.5730284803388002,0.3806552135598858,Attentive
428.825,431.825,0.6431824363639302,0.3849297206425742,Attentive
429.825,432.825,0.6431824363639302,0.38237606259871687,Attentive
430.825,433.825,0.6086666394469175,0.38116138988054044,Attentive
431.825,434.825,0.5450678701769119,0.3817024308125089,Attentive
432.825,435.825,0.4405265800951357,0.3788837036426497,Attentive
433.825,436.825,0.4489315939171773,0.3823007074820364,Attentive
434.825,437.825,0.5450678701769119,0.3759223687893196,Attentive
435.825,438.825,0.6032486585798503,0.3797237919862389,Attentive
436.825,439.825,0.6637316914839004,0.3776773875489285,Attentive
437.825,440.825,0.5674677184654099,0.3795882695916205,Attentive
438.825,441.825,0.5950743609907954,0.37811193214397026,Attentive
439.825,442.825,0.5950743609907954,0.37396757723550167,Attentive
440.825,443.825,0.6032486585798503,0.3734786405017782,Attentive
441.825,444.825,0.56468085833761,0.379125425941116,Attentive
442.825,445.825,0.2458025132745397,0.38218549719234984,Attentive
443.825,446.825,0.3215362130687201,0.37614157443846474,Attentive
444.825,447.825,0.3416486003846503,0.3767491373172291,Attentive
445.825,448.825,0.6113657097436018,0.3820282017557714,Attentive
446.825,449.825,0.525314052187364,0.3932775742365508,Attentive
447.825,450.825,0.5394356389565056,0.40555859670339484,Attentive
448.825,451.825,0.5590950294815844,0.5494779324036076,Attentive
449.825,452.825,0.6220924113280317,0.6678055526931892,Aggressive
450.825,453.825,0.6005300497232291,0.8027271273599142,Aggressive
451.825,454.825,0.5478797587903613,0.7963866796463235,Aggressive
452.825,455.825,0.4377322252283118,0.8761805701497057,Aggressive
453.825,456.825,0.38289393397354204,0.829562435423053,Aggressive
454.825,457.825,0.3512771352630769,0.754845928527197,Aggressive
455.825,458.825,0.34356058237465525,0.6734210179630907,Aggressive
456.825,459.825,0.30626251687307005,0.6941084092530134,Aggressive
457.825,460.825,0.30626251687307005,0.6946301139523167,Aggressive
458.825,461.825,0.4377322252283118,0.692152356070326,Aggressive
459.825,462.825,0.5026444831556169,0.6989328979614403,Aggressive
460.825,463.825,0.553494200660483,0.5576638998453058,Attentive
461.825,464.825,0.5168201623272612,0.48790002948351247,Attentive
462.825,465.825,0.5196527822637936,0.4361624659711676,Attentive
463.825,466.825,0.5895950826984533,0.41896388416387087,Attentive
464.825,467.825,0.5337933192248799,0.45210936917451566,Attentive
465.825,468.825,0.5083165422529692,0.47711064390406854,Attentive
466.825,469.825,0.38289393397354204,0.47585546790935007,Attentive
467.825,470.825,0.36694240195676253,0.4436658690573654,Attentive
468.825,471.825,0.32837573622835464,0.3851209502199471,Attentive
469.825,472.825,0.45174000261747005,0.38437308957102767,Attentive
470.825,473.825,0.5618899050124491,0.3884134536908976,Attentive
471.825,474.825,0.6483729540874651,0.379483979972068,Attentive
472.825,475.825,0.5895950826984533,0.3789311230943424,Attentive
473.825,476.825,0.5054806890516034,0.3922429426019632,Attentive
